"Havaintoasema","Vuosi","Kuukausi","Päivä","Aika [Paikallinen aika]","Ilman lämpötila [°C]","Sademäärä [mm]"
"Helsinki Kumpula","2024","5","28","05:30","16.6","0"
"Helsinki Kumpula","2024","5","28","05:40","16.8","0"
"Helsinki Kumpula","2024","5","28","05:50","16.9","0"
"Helsinki Kumpula","2024","5","28","06:00","17.6","0"
"Helsinki Kumpula","2024","5","28","06:10","17.8","0"
"Helsinki Kumpula","2024","5","28","06:20","18.2","0"
"Helsinki Kumpula","2024","5","28","06:30","18.3","0"
"Helsinki Kumpula","2024","5","28","06:40","18.8","0"
"Helsinki Kumpula","2024","5","28","06:50","18.9","0"
"Helsinki Kumpula","2024","5","28","07:00","19.4","0"
"Helsinki Kumpula","2024","5","28","07:10","19.7","0"
"Helsinki Kumpula","2024","5","28","07:20","20.4","0"
"Helsinki Kumpula","2024","5","28","07:30","20.9","0"
"Helsinki Kumpula","2024","5","28","07:40","20.8","0"
"Helsinki Kumpula","2024","5","28","07:50","20.5","0"
"Helsinki Kumpula","2024","5","28","08:00","21.1","0"
"Helsinki Kumpula","2024","5","28","08:10","20.8","0"
"Helsinki Kumpula","2024","5","28","08:20","20.6","0"
"Helsinki Kumpula","2024","5","28","08:30","21.3","0"
"Helsinki Kumpula","2024","5","28","08:40","21.3","0"
"Helsinki Kumpula","2024","5","28","08:50","21.2","0"
"Helsinki Kumpula","2024","5","28","09:00","21.2","0"
"Helsinki Kumpula","2024","5","28","09:10","21.5","0"
"Helsinki Kumpula","2024","5","28","09:20","21.5","0"
"Helsinki Kumpula","2024","5","28","09:30","21.7","0"
"Helsinki Kumpula","2024","5","28","09:40","22.1","0"
"Helsinki Kumpula","2024","5","28","09:50","21.9","0"
"Helsinki Kumpula","2024","5","28","10:00","22.5","0"
"Helsinki Kumpula","2024","5","28","10:10","22.6","0"
"Helsinki Kumpula","2024","5","28","10:20","22.9","0"
"Helsinki Kumpula","2024","5","28","10:30","22.7","0"
"Helsinki Kumpula","2024","5","28","10:40","22.5","0"
"Helsinki Kumpula","2024","5","28","10:50","22.7","0"
"Helsinki Kumpula","2024","5","28","11:00","23.2","0"
"Helsinki Kumpula","2024","5","28","11:10","23.5","0"
"Helsinki Kumpula","2024","5","28","11:20","23.9","0"
"Helsinki Kumpula","2024","5","28","11:30","23.4","0"
"Helsinki Kumpula","2024","5","28","11:40","23.8","0"
"Helsinki Kumpula","2024","5","28","11:50","24.5","0"
"Helsinki Kumpula","2024","5","28","12:00","24.7","0"
"Helsinki Kumpula","2024","5","28","12:10","25.3","0"
"Helsinki Kumpula","2024","5","28","12:20","26","0"
"Helsinki Kumpula","2024","5","28","12:30","26","0"
"Helsinki Kumpula","2024","5","28","12:40","25.8","0"
"Helsinki Kumpula","2024","5","28","12:50","25.8","0"
"Helsinki Kumpula","2024","5","28","13:00","25.8","0"
"Helsinki Kumpula","2024","5","28","13:10","25.4","0"
"Helsinki Kumpula","2024","5","28","13:20","25.2","0"
"Helsinki Kumpula","2024","5","28","13:30","25.9","0"
"Helsinki Kumpula","2024","5","28","13:40","26.1","0"
"Helsinki Kumpula","2024","5","28","13:50","25.7","0"
"Helsinki Kumpula","2024","5","28","14:00","26.6","0"
"Helsinki Kumpula","2024","5","28","14:10","26.7","0"
"Helsinki Kumpula","2024","5","28","14:20","27.1","0"
"Helsinki Kumpula","2024","5","28","14:30","26.7","0"
"Helsinki Kumpula","2024","5","28","14:40","26.4","0"
"Helsinki Kumpula","2024","5","28","14:50","27.3","0"
"Helsinki Kumpula","2024","5","28","15:00","27.4","0"
"Helsinki Kumpula","2024","5","28","15:10","26.6","0"
"Helsinki Kumpula","2024","5","28","15:20","27.2","0"
"Helsinki Kumpula","2024","5","28","15:30","27","0"
"Helsinki Kumpula","2024","5","28","15:40","26.9","0"
"Helsinki Kumpula","2024","5","28","15:50","27.3","0"
"Helsinki Kumpula","2024","5","28","16:00","26.9","0"
"Helsinki Kumpula","2024","5","28","16:10","27.1","0"
"Helsinki Kumpula","2024","5","28","16:20","27.5","0"
"Helsinki Kumpula","2024","5","28","16:30","27.5","0"
"Helsinki Kumpula","2024","5","28","16:40","27.3","0"
"Helsinki Kumpula","2024","5","28","16:50","27.4","0"
"Helsinki Kumpula","2024","5","28","17:00","26.9","0"
"Helsinki Kumpula","2024","5","28","17:10","27.6","0"
"Helsinki Kumpula","2024","5","28","17:20","27.6","0"
"Helsinki Kumpula","2024","5","28","17:30","27.5","0"
"Helsinki Kumpula","2024","5","28","17:40","27.2","0"
"Helsinki Kumpula","2024","5","28","17:50","27.3","0"
"Helsinki Kumpula","2024","5","28","18:00","27.1","0"
"Helsinki Kumpula","2024","5","28","18:10","26.6","0"
"Helsinki Kumpula","2024","5","28","18:20","25.6","0"
"Helsinki Kumpula","2024","5","28","18:30","25.6","0"
"Helsinki Kumpula","2024","5","28","18:40","25.3","0"
"Helsinki Kumpula","2024","5","28","18:50","25.3","0"
"Helsinki Kumpula","2024","5","28","19:00","25.1","0"
"Helsinki Kumpula","2024","5","28","19:10","25","0"
"Helsinki Kumpula","2024","5","28","19:20","24.5","0"
"Helsinki Kumpula","2024","5","28","19:30","23.3","0"
"Helsinki Kumpula","2024","5","28","19:40","22.9","0"
"Helsinki Kumpula","2024","5","28","19:50","22.8","0"
"Helsinki Kumpula","2024","5","28","20:00","22.4","0"
"Helsinki Kumpula","2024","5","28","20:10","21.8","0"
"Helsinki Kumpula","2024","5","28","20:20","21.4","0"
"Helsinki Kumpula","2024","5","28","20:30","21.3","0"
"Helsinki Kumpula","2024","5","28","20:40","20.9","0"
"Helsinki Kumpula","2024","5","28","20:50","20.7","0"
"Helsinki Kumpula","2024","5","28","21:00","20.6","0"
"Helsinki Kumpula","2024","5","28","21:10","20.2","0"
"Helsinki Kumpula","2024","5","28","21:20","19.8","0"
"Helsinki Kumpula","2024","5","28","21:30","20.2","0"
"Helsinki Kumpula","2024","5","28","21:40","20.1","0"
"Helsinki Kumpula","2024","5","28","21:50","20.1","0"
"Helsinki Kumpula","2024","5","28","22:00","19.8","0"
"Helsinki Kumpula","2024","5","28","22:10","19.6","0"
"Helsinki Kumpula","2024","5","28","22:20","19.3","0"
"Helsinki Kumpula","2024","5","28","22:30","19.1","0"
"Helsinki Kumpula","2024","5","28","22:40","18.9","0"
"Helsinki Kumpula","2024","5","28","22:50","18.7","0"
"Helsinki Kumpula","2024","5","28","23:00","18.6","0"
"Helsinki Kumpula","2024","5","28","23:10","18.8","0"
"Helsinki Kumpula","2024","5","28","23:20","18.4","0"
"Helsinki Kumpula","2024","5","28","23:30","18.1","0"
"Helsinki Kumpula","2024","5","28","23:40","18.3","0"
"Helsinki Kumpula","2024","5","28","23:50","18","0"
"Helsinki Kumpula","2024","5","29","00:00","17.7","0"
"Helsinki Kumpula","2024","5","29","00:10","17.6","0"
"Helsinki Kumpula","2024","5","29","00:20","17.5","0"
"Helsinki Kumpula","2024","5","29","00:30","16.7","0"
"Helsinki Kumpula","2024","5","29","00:40","16.2","0"
"Helsinki Kumpula","2024","5","29","00:50","15.9","0"
"Helsinki Kumpula","2024","5","29","01:00","16.2","0"
"Helsinki Kumpula","2024","5","29","01:10","15.8","0"
"Helsinki Kumpula","2024","5","29","01:20","15.4","0"
"Helsinki Kumpula","2024","5","29","01:30","15.5","0"
"Helsinki Kumpula","2024","5","29","01:40","15.5","0"
"Helsinki Kumpula","2024","5","29","01:50","15.5","0"
"Helsinki Kumpula","2024","5","29","02:00","15.1","0"
"Helsinki Kumpula","2024","5","29","02:10","15.1","0"
"Helsinki Kumpula","2024","5","29","02:20","15","0"
"Helsinki Kumpula","2024","5","29","02:30","14.8","0"
"Helsinki Kumpula","2024","5","29","02:40","15","0"
"Helsinki Kumpula","2024","5","29","02:50","15.2","0"
"Helsinki Kumpula","2024","5","29","03:00","14.8","0"
"Helsinki Kumpula","2024","5","29","03:10","14.9","0"
"Helsinki Kumpula","2024","5","29","03:20","14.7","0"
"Helsinki Kumpula","2024","5","29","03:30","14.6","0"
"Helsinki Kumpula","2024","5","29","03:40","14.7","0"
"Helsinki Kumpula","2024","5","29","03:50","14.6","0"
"Helsinki Kumpula","2024","5","29","04:00","14.5","0"
"Helsinki Kumpula","2024","5","29","04:10","14.1","0"
"Helsinki Kumpula","2024","5","29","04:20","14.1","0"
"Helsinki Kumpula","2024","5","29","04:30","14.1","0"
"Helsinki Kumpula","2024","5","29","04:40","14","0"
"Helsinki Kumpula","2024","5","29","04:50","14","0"
"Helsinki Kumpula","2024","5","29","05:00","14","0"
"Helsinki Kumpula","2024","5","29","05:10","14.1","0"
"Helsinki Kumpula","2024","5","29","05:20","14.2","0"
"Helsinki Kumpula","2024","5","29","05:30","14.3","0"
"Helsinki Kumpula","2024","5","29","05:40","14.6","0"
"Helsinki Kumpula","2024","5","29","05:50","15","0"
"Helsinki Kumpula","2024","5","29","06:00","15","0"
"Helsinki Kumpula","2024","5","29","06:10","15","0"
"Helsinki Kumpula","2024","5","29","06:20","15.3","0"
"Helsinki Kumpula","2024","5","29","06:30","15.3","0"
"Helsinki Kumpula","2024","5","29","06:40","16.3","0"
"Helsinki Kumpula","2024","5","29","06:50","17.1","0"
"Helsinki Kumpula","2024","5","29","07:00","18.6","0"
"Helsinki Kumpula","2024","5","29","07:10","19","0"
"Helsinki Kumpula","2024","5","29","07:20","18.9","0"
"Helsinki Kumpula","2024","5","29","07:30","19.7","0"
"Helsinki Kumpula","2024","5","29","07:40","20.9","0"
"Helsinki Kumpula","2024","5","29","07:50","20.5","0"
"Helsinki Kumpula","2024","5","29","08:00","20.8","0"
"Helsinki Kumpula","2024","5","29","08:10","20.5","0"
"Helsinki Kumpula","2024","5","29","08:20","21","0"
"Helsinki Kumpula","2024","5","29","08:30","21.4","0"
"Helsinki Kumpula","2024","5","29","08:40","21.1","0"
"Helsinki Kumpula","2024","5","29","08:50","21.1","0"
"Helsinki Kumpula","2024","5","29","09:00","21.4","0"
"Helsinki Kumpula","2024","5","29","09:10","21.4","0"
"Helsinki Kumpula","2024","5","29","09:20","21.8","0"
"Helsinki Kumpula","2024","5","29","09:30","22.6","0"
"Helsinki Kumpula","2024","5","29","09:40","22.4","0"
"Helsinki Kumpula","2024","5","29","09:50","22.8","0"
"Helsinki Kumpula","2024","5","29","10:00","22.2","0"
"Helsinki Kumpula","2024","5","29","10:10","22.3","0"
"Helsinki Kumpula","2024","5","29","10:20","22.3","0"
"Helsinki Kumpula","2024","5","29","10:30","21.9","0"
"Helsinki Kumpula","2024","5","29","10:40","22.2","0"
"Helsinki Kumpula","2024","5","29","10:50","22.4","0"
"Helsinki Kumpula","2024","5","29","11:00","22.8","0"
"Helsinki Kumpula","2024","5","29","11:10","22.9","0"
"Helsinki Kumpula","2024","5","29","11:20","22.8","0"
"Helsinki Kumpula","2024","5","29","11:30","23.3","0"
"Helsinki Kumpula","2024","5","29","11:40","23.9","0"
"Helsinki Kumpula","2024","5","29","11:50","23.4","0"
"Helsinki Kumpula","2024","5","29","12:00","24.5","0"
"Helsinki Kumpula","2024","5","29","12:10","25","0"
"Helsinki Kumpula","2024","5","29","12:20","23.8","0"
"Helsinki Kumpula","2024","5","29","12:30","24.6","0"
"Helsinki Kumpula","2024","5","29","12:40","24.2","0"
"Helsinki Kumpula","2024","5","29","12:50","24.5","0"
"Helsinki Kumpula","2024","5","29","13:00","24.2","0"
"Helsinki Kumpula","2024","5","29","13:10","23.8","0"
"Helsinki Kumpula","2024","5","29","13:20","23.7","0"
"Helsinki Kumpula","2024","5","29","13:30","24.2","0"
"Helsinki Kumpula","2024","5","29","13:40","25","0"
"Helsinki Kumpula","2024","5","29","13:50","24.5","0"
"Helsinki Kumpula","2024","5","29","14:00","25.1","0"
"Helsinki Kumpula","2024","5","29","14:10","25.1","0"
"Helsinki Kumpula","2024","5","29","14:20","24.9","0"
"Helsinki Kumpula","2024","5","29","14:30","25.5","0"
"Helsinki Kumpula","2024","5","29","14:40","25.5","0"
"Helsinki Kumpula","2024","5","29","14:50","25.6","0"
"Helsinki Kumpula","2024","5","29","15:00","25.1","0"
"Helsinki Kumpula","2024","5","29","15:10","25.7","0"
"Helsinki Kumpula","2024","5","29","15:20","25.7","0"
"Helsinki Kumpula","2024","5","29","15:30","25","0"
"Helsinki Kumpula","2024","5","29","15:40","25.3","0"
"Helsinki Kumpula","2024","5","29","15:50","24.9","0"
"Helsinki Kumpula","2024","5","29","16:00","25","0"
"Helsinki Kumpula","2024","5","29","16:10","25","0"
"Helsinki Kumpula","2024","5","29","16:20","24.8","0"
"Helsinki Kumpula","2024","5","29","16:30","25.4","0"
"Helsinki Kumpula","2024","5","29","16:40","24.9","0"
"Helsinki Kumpula","2024","5","29","16:50","24.6","0"
"Helsinki Kumpula","2024","5","29","17:00","23.4","0"
"Helsinki Kumpula","2024","5","29","17:10","22.8","0"
"Helsinki Kumpula","2024","5","29","17:20","22.4","0"
"Helsinki Kumpula","2024","5","29","17:30","22.2","0"
"Helsinki Kumpula","2024","5","29","17:40","22.1","0"
"Helsinki Kumpula","2024","5","29","17:50","21.7","0"
"Helsinki Kumpula","2024","5","29","18:00","21.5","0"
"Helsinki Kumpula","2024","5","29","18:10","21.6","0"
"Helsinki Kumpula","2024","5","29","18:20","21.4","0"
"Helsinki Kumpula","2024","5","29","18:30","21","0"
"Helsinki Kumpula","2024","5","29","18:40","20.5","0"
"Helsinki Kumpula","2024","5","29","18:50","20.4","0"
"Helsinki Kumpula","2024","5","29","19:00","20.5","0"
"Helsinki Kumpula","2024","5","29","19:10","20.7","0"
"Helsinki Kumpula","2024","5","29","19:20","21","0"
"Helsinki Kumpula","2024","5","29","19:30","21.1","0"
"Helsinki Kumpula","2024","5","29","19:40","21.4","0"
"Helsinki Kumpula","2024","5","29","19:50","21.5","0"
"Helsinki Kumpula","2024","5","29","20:00","21.3","0"
"Helsinki Kumpula","2024","5","29","20:10","21.4","0"
"Helsinki Kumpula","2024","5","29","20:20","21.5","0"
"Helsinki Kumpula","2024","5","29","20:30","21.4","0"
"Helsinki Kumpula","2024","5","29","20:40","21.3","0"
"Helsinki Kumpula","2024","5","29","20:50","21.2","0"
"Helsinki Kumpula","2024","5","29","21:00","21.1","0"
"Helsinki Kumpula","2024","5","29","21:10","20.7","0"
"Helsinki Kumpula","2024","5","29","21:20","20.9","0"
"Helsinki Kumpula","2024","5","29","21:30","20.9","0"
"Helsinki Kumpula","2024","5","29","21:40","20.6","0"
"Helsinki Kumpula","2024","5","29","21:50","20","0"
"Helsinki Kumpula","2024","5","29","22:00","19.7","0"
"Helsinki Kumpula","2024","5","29","22:10","19.3","0"
"Helsinki Kumpula","2024","5","29","22:20","19.3","0"
"Helsinki Kumpula","2024","5","29","22:30","19.1","0"
"Helsinki Kumpula","2024","5","29","22:40","19","0"
"Helsinki Kumpula","2024","5","29","22:50","18.7","0"
"Helsinki Kumpula","2024","5","29","23:00","18.6","0"
"Helsinki Kumpula","2024","5","29","23:10","18.4","0"
"Helsinki Kumpula","2024","5","29","23:20","18.4","0"
"Helsinki Kumpula","2024","5","29","23:30","18.3","0"
"Helsinki Kumpula","2024","5","29","23:40","18.3","0"
"Helsinki Kumpula","2024","5","29","23:50","18","0"
"Helsinki Kumpula","2024","5","30","00:00","17.9","0"
"Helsinki Kumpula","2024","5","30","00:10","18.1","0"
"Helsinki Kumpula","2024","5","30","00:20","17.9","0"
"Helsinki Kumpula","2024","5","30","00:30","17.3","0"
"Helsinki Kumpula","2024","5","30","00:40","18.2","0"
"Helsinki Kumpula","2024","5","30","00:50","17.9","0"
"Helsinki Kumpula","2024","5","30","01:00","18.4","0"
"Helsinki Kumpula","2024","5","30","01:10","18.1","0"
"Helsinki Kumpula","2024","5","30","01:20","17.6","0"
"Helsinki Kumpula","2024","5","30","01:30","17.4","0"
"Helsinki Kumpula","2024","5","30","01:40","17.9","0"
"Helsinki Kumpula","2024","5","30","01:50","17.7","0"
"Helsinki Kumpula","2024","5","30","02:00","17.1","0"
"Helsinki Kumpula","2024","5","30","02:10","16.4","0"
"Helsinki Kumpula","2024","5","30","02:20","16.8","0"
"Helsinki Kumpula","2024","5","30","02:30","16.8","0"
"Helsinki Kumpula","2024","5","30","02:40","16.8","0"
"Helsinki Kumpula","2024","5","30","02:50","16.7","0"
"Helsinki Kumpula","2024","5","30","03:00","17","0"
"Helsinki Kumpula","2024","5","30","03:10","16.8","0"
"Helsinki Kumpula","2024","5","30","03:20","16.6","0"
"Helsinki Kumpula","2024","5","30","03:30","16.8","0"
"Helsinki Kumpula","2024","5","30","03:40","16.8","0"
"Helsinki Kumpula","2024","5","30","03:50","16.9","0"
"Helsinki Kumpula","2024","5","30","04:00","16.6","0"
"Helsinki Kumpula","2024","5","30","04:10","16.6","0"
"Helsinki Kumpula","2024","5","30","04:20","16.5","0"
"Helsinki Kumpula","2024","5","30","04:30","16.9","0"
"Helsinki Kumpula","2024","5","30","04:40","16.5","0"
"Helsinki Kumpula","2024","5","30","04:50","17","0"
"Helsinki Kumpula","2024","5","30","05:00","17.5","0"
"Helsinki Kumpula","2024","5","30","05:10","17.6","0"
"Helsinki Kumpula","2024","5","30","05:20","17.8","0"
"Helsinki Kumpula","2024","5","30","05:30","17.9","0"
"Helsinki Kumpula","2024","5","30","05:40","18.1","0"
"Helsinki Kumpula","2024","5","30","05:50","18.2","0"
"Helsinki Kumpula","2024","5","30","06:00","18.3","0"
"Helsinki Kumpula","2024","5","30","06:10","18.2","0"
"Helsinki Kumpula","2024","5","30","06:20","18.3","0"
"Helsinki Kumpula","2024","5","30","06:30","18.2","0"
"Helsinki Kumpula","2024","5","30","06:40","18.3","0"
"Helsinki Kumpula","2024","5","30","06:50","18.4","0"
"Helsinki Kumpula","2024","5","30","07:00","18.4","0"
"Helsinki Kumpula","2024","5","30","07:10","18.4","0"
"Helsinki Kumpula","2024","5","30","07:20","17.9","0.13"
"Helsinki Kumpula","2024","5","30","07:30","17.5","0.05"
"Helsinki Kumpula","2024","5","30","07:40","17.1","0"
"Helsinki Kumpula","2024","5","30","07:50","17","1.18"
"Helsinki Kumpula","2024","5","30","08:00","16.8","0.85"
"Helsinki Kumpula","2024","5","30","08:10","17.1","0.1"
"Helsinki Kumpula","2024","5","30","08:20","18.4","0"
"Helsinki Kumpula","2024","5","30","08:30","19.2","0"
"Helsinki Kumpula","2024","5","30","08:40","19.7","0"
"Helsinki Kumpula","2024","5","30","08:50","19.6","0"
"Helsinki Kumpula","2024","5","30","09:00","20.1","0"
"Helsinki Kumpula","2024","5","30","09:10","18.9","0"
"Helsinki Kumpula","2024","5","30","09:20","18.8","0"
"Helsinki Kumpula","2024","5","30","09:30","19.1","0"
"Helsinki Kumpula","2024","5","30","09:40","19.4","0"
"Helsinki Kumpula","2024","5","30","09:50","20.2","0"
"Helsinki Kumpula","2024","5","30","10:00","20.5","0"
"Helsinki Kumpula","2024","5","30","10:10","21.1","0"
"Helsinki Kumpula","2024","5","30","10:20","21.5","0"
"Helsinki Kumpula","2024","5","30","10:30","21.8","0"
"Helsinki Kumpula","2024","5","30","10:40","21.3","0"
"Helsinki Kumpula","2024","5","30","10:50","21.2","0"
"Helsinki Kumpula","2024","5","30","11:00","22","0"
"Helsinki Kumpula","2024","5","30","11:10","21.6","0"
"Helsinki Kumpula","2024","5","30","11:20","21.8","0"
"Helsinki Kumpula","2024","5","30","11:30","22.5","0"
"Helsinki Kumpula","2024","5","30","11:40","22.5","0"
"Helsinki Kumpula","2024","5","30","11:50","22.6","0"
"Helsinki Kumpula","2024","5","30","12:00","23.6","0"
"Helsinki Kumpula","2024","5","30","12:10","23.8","0"
"Helsinki Kumpula","2024","5","30","12:20","23.8","0"
"Helsinki Kumpula","2024","5","30","12:30","23.5","0"
"Helsinki Kumpula","2024","5","30","12:40","24.5","0"
"Helsinki Kumpula","2024","5","30","12:50","24.3","0"
"Helsinki Kumpula","2024","5","30","13:00","24.4","0"
"Helsinki Kumpula","2024","5","30","13:10","24.2","0"
"Helsinki Kumpula","2024","5","30","13:20","23.3","0"
"Helsinki Kumpula","2024","5","30","13:30","23.5","0"
"Helsinki Kumpula","2024","5","30","13:40","23.1","0"
"Helsinki Kumpula","2024","5","30","13:50","23.3","0"
"Helsinki Kumpula","2024","5","30","14:00","22.7","0"
"Helsinki Kumpula","2024","5","30","14:10","23.2","0"
"Helsinki Kumpula","2024","5","30","14:20","23.7","0"
"Helsinki Kumpula","2024","5","30","14:30","24.2","0"
"Helsinki Kumpula","2024","5","30","14:40","24.2","0"
"Helsinki Kumpula","2024","5","30","14:50","24.1","0"
"Helsinki Kumpula","2024","5","30","15:00","24.3","0"
"Helsinki Kumpula","2024","5","30","15:10","24.4","0"
"Helsinki Kumpula","2024","5","30","15:20","24.5","0"
"Helsinki Kumpula","2024","5","30","15:30","24.5","0"
"Helsinki Kumpula","2024","5","30","15:40","24","0"
"Helsinki Kumpula","2024","5","30","15:50","24.6","0"
"Helsinki Kumpula","2024","5","30","16:00","24.1","0"
"Helsinki Kumpula","2024","5","30","16:10","24.3","0"
"Helsinki Kumpula","2024","5","30","16:20","24.5","0"
